ID Ph??ng xã,ID t?nh thành,ID Qu?n huy?n,??n v?,Tên Ph??ng xã,,
9942,3,629,Xã,V?nh H?u,,
9943,3,629,Xã,V?nh H?u A,,
9944,3,629,Xã,V?nh M? A,,
9945,3,629,Xã,V?nh M? B,,
9946,3,629,Xã,V?nh Th?nh,,
9948,3,630,Th? tr?n,Ngan D?a,,
9952,3,630,Xã,Ninh Th?nh L?i,,
9954,3,630,Xã,V?nh L?c,,
9955,3,630,Xã,V?nh L?c A,,
9956,3,631,Xã,H?ng Phú,,
9957,3,631,Xã,Phong Th?nh Tây A,,
9958,3,631,Xã,Phong Th?nh Tây B,,
9960,3,631,Xã,Ph??c Long,,
9963,3,631,Xã,V?nh Thanh,,
9964,3,632,Th? tr?n,Châu H?ng,,
9965,3,632,Xã,Châu H?ng A,,
9967,3,632,Xã,H?ng H?i,,
9969,3,632,Xã,Long Th?nh,,
9974,61,633,Xã,??ng Quan,,
9975,61,633,Xã,Khai Trung,,
9976,61,633,Xã,Khánh Hoà,,
9977,61,633,Xã,Khánh Thi?n,,
9980,61,633,Xã,Mai S?n,,
9982,61,633,Xã,Minh Ti?n,,
9985,61,633,Xã,Phan Thanh,,
9986,61,633,Xã,Phúc L?i,,
9987,61,633,Xã,Tân L?p,,
9988,61,633,Xã,Tân L?nh,,
9990,61,633,Xã,Tô M?u,,
9991,61,633,Xã,Trúc Lâu,,
9992,61,633,Xã,Trung Tâm,,
9993,61,633,Xã,V?nh L?c,,
9994,61,633,Xã,Yên Th?ng,,
9996,61,634,Xã,Cao Ph?,,
9999,61,634,Xã,D? Su Phình,,
10005,61,634,Xã,M? D?,,
10006,61,634,Th? tr?n,Mù C?ng Ch?i,,
10007,61,634,Xã,N?m Có,,
10010,61,635,Ph??ng,C?u Thia,,
10012,61,635,Xã,Ngh?a L?i,,
10016,61,635,Ph??ng,Trung Tâm,,
10017,61,636,Xã,B?n Công,,
10018,61,636,Xã,B?n Mù,,
10020,61,636,Xã,Làng Nhì,,
10023,61,636,Xã,Phình H?,,
10024,61,636,Xã,Tà Si Láng,,
10027,61,636,Xã,Túc ?án,,
10028,61,636,Xã,Xà H?,,
10029,61,637,Xã,Báo ?áp,,
10030,61,637,Xã,B?o H?ng,,
10031,61,637,Th? tr?n,C? Phúc,,
10032,61,637,Xã,C??ng Th?nh,,
10036,61,637,Xã,H?ng Khánh,,
10037,61,637,Xã,H?ng Th?nh,,
10040,61,637,Xã,Minh Quán,,
10041,61,637,Xã,Minh Quân,,
10043,61,637,Xã,Nga Quán,,
10044,61,637,Xã,Quy Mông,,
10045,61,637,Xã,Tân ??ng,,
10047,61,637,Xã,Vi?t C??ng,,
10048,61,637,Xã,Vi?t H?ng,,
10051,61,638,Xã,An L??ng,,
10052,61,638,Xã,Bình Thu?n,,
10055,61,638,Xã,??i L?ch,,
10056,61,638,Xã,??ng Khê,,
10057,61,638,Xã,Gia H?i,,
10060,61,638,Xã,N?m Búng,,
10061,61,638,Xã,N?m Lành,,
10063,61,638,Xã,Ngh?a S?n,,
10064,61,638,Xã,Ngh?a Tâm,,
10073,61,638,Xã,Sùng ?ô,,
10074,61,638,Xã,Su?i Bu,,
10076,61,638,Xã,Su?i Quy?n,,
10087,61,639,Xã,??i S?n,,
10088,61,639,Xã,?ông An,,
10089,61,639,Xã,?ông Cuông,,
10091,61,639,Xã,Lâm Giang,,
10093,61,639,Th? tr?n,M?u A,,
10096,61,639,Xã,Nà H?u,,
10100,61,639,Xã,Quang Minh,,
10102,61,639,Xã,Vi?n S?n,,
10104,61,639,Xã,Xuân T?m,,
10108,61,639,Xã,Yên Thái,,
10110,61,640,Ph??ng,??ng Tâm,,
10112,61,640,Ph??ng,H?ng Hà,,
10113,61,640,Ph??ng,H?p Minh,,
10115,61,640,Ph??ng,Minh Tân,,
10118,61,640,Ph??ng,Nguy?n Thái H?c,,
10120,61,640,Xã,Tân Th?nh,,
10121,61,640,Xã,Tuy L?c,,
10122,61,640,Xã,V?n Phú,,
10127,61,641,Xã,B?o Ái,,
10132,61,641,Xã,Hán ?à,,
10133,61,641,Xã,Mông S?n,,
10136,61,641,Xã,Phú Th?nh,,
10139,61,641,Xã,Tân H??ng,,
10141,61,641,Th? tr?n,Thác Bà,,
10145,61,641,Xã,V?nh Kiên,,
10146,61,641,Xã,V? Linh,,
10147,61,641,Xã,Xuân Lai,,
10150,61,641,Xã,Yên Bình,,
10152,58,642,Xã,Bình Nhân,,
10153,58,642,Xã,Bình Phú,,
10155,58,642,Xã,Hòa An,,
10157,58,642,Xã,Hùng M?,,
10158,58,642,Xã,Kiên ?ài,,
10159,58,642,Xã,Kim Bình,,
10162,58,642,Xã,Ng?c H?i,,
10163,58,642,Xã,Nhân Lý,,
10166,58,642,Xã,Phúc Th?nh,,
10169,58,642,Xã,Tân Th?nh,,
10171,58,642,Xã,Trung Hà,,
10172,58,642,Xã,Trung Hòa,,
10173,58,642,Th? tr?n,V?nh L?c,,
10175,58,642,Xã,Xuân Quang,,
10177,58,642,Xã,Yên Nguyên,,
10178,58,643,Xã,B?ch Xa,,
10184,58,643,Xã,Minh H??ng,,
10185,58,643,Xã,Minh Kh??ng,,
10187,58,643,Xã,Phù L?u,,
10189,58,643,Th? tr?n,Tân Yên,,
10191,58,643,Xã,Thái S?n,,
10192,58,643,Xã,Thành Long,,
10193,58,643,Xã,Yên Lâm,,
10196,58,644,Xã,Bình An,,
10197,58,644,Xã,H?ng Quang,,
10198,58,644,Xã,Khuôn Hà,,
10200,58,644,Xã,Phúc Yên,,
10201,58,644,Xã,Th? Bình,,
10202,58,644,Xã,Th??ng Lâm,,
10203,58,644,Xã,Xuân L?p,,
10216,58,646,Xã,Bình Yên,,
10218,58,646,Xã,Chi Thi?t,,
10219,58,646,Xã,??i Phú,,
10221,58,646,Xã,??ng Quý,,
10223,58,646,Xã,Hào Phú,,
10224,58,646,Xã,H?ng L?c,,
10226,58,646,Xã,H?p Thành,,
10227,58,646,Xã,Kháng Nh?t,,
10229,58,646,Xã,L??ng Thi?n,,
10231,58,646,Xã,Ninh Lai,,
10233,58,646,Xã,Phúc ?ng,,
10234,58,646,Xã,Quy?t Th?ng,,
10236,58,646,Th? tr?n,S?n D??ng,,
10237,58,646,Xã,S?n Nam,,
10241,58,646,Xã,Thi?n K?,,
10244,58,646,Xã,Tú Th?nh,,
10249,58,647,Xã,An Khang,,
10252,58,647,Ph??ng,H?ng Thành,,
10253,58,647,Xã,L??ng V??ng,,
10254,58,647,Ph??ng,Minh Xuân,,
10255,58,647,Ph??ng,Nông Ti?n,,
10258,58,647,Ph??ng,Tân Hà,,
10259,58,647,Ph??ng,Tân Quang,,
10261,58,647,Xã,Tràng ?à,,
10263,58,648,Xã,Chân S?n,,
10265,58,648,Xã,Công ?a,,
10267,58,648,Xã,??i Bình,,
10270,58,648,Xã,Ki?n Thi?t,,
10272,58,648,Xã,Kim Quan,,
10277,58,648,Xã,Nh? Khê,,
10279,58,648,Xã,Phú Th?nh,,
10281,58,648,Xã,Quí Quân,,
10283,58,648,Xã,Tân Long,,
10287,58,648,Xã,Ti?n B?,,
10288,58,648,Xã,Trung Minh,,
10290,58,648,Xã,Trung S?n,,
10291,58,648,Xã,Trung Tr?c,,
10292,58,648,Xã,T? Qu?n,,
10293,58,648,Xã,Xuân Vân,,
10302,69,649,Xã,Na Tông,,
10303,69,649,Xã,Na ?,,
10309,69,649,Xã,Pa Th?m,,
10311,69,649,Xã,Pom Lót,,
10312,69,649,Xã,Sam M?n,,
10313,69,649,Xã,Thanh An,,
10314,69,649,Xã,Thanh Ch?n,,
10315,69,649,Xã,Thanh H?ng,,
10317,69,649,Xã,Thanh N?a,,
10318,69,649,Xã,Thanh X??ng,,
10319,69,649,Xã,Thanh Yên,,
10322,69,650,Xã,Háng Lìa,,
10323,69,650,Xã,Keo Lôm,,
10325,69,650,Xã,M??ng Luân,,
10326,69,650,Xã,Na Son,,
10327,69,650,Xã,Nong U,,
10329,69,650,Xã,Phình Giàng,,
10332,69,650,Xã,Tìa Dình,,
10333,69,650,Xã,Xa Dung,,
10336,69,651,Ph??ng,Nam Thanh,,
10337,69,651,Ph??ng,Noong Bua,,
10339,69,651,Ph??ng,Tân Thanh,,
10341,69,651,Xã,Thanh Minh,,
10343,69,652,Xã,?ng Cang,,
10345,69,652,Xã,?ng T?,,
10347,69,652,Th? tr?n,M??ng ?ng,,
10351,69,652,Xã,Ng?i Cáy,,
10352,69,652,Xã,Xuân Lao,,
10354,69,653,Xã,Hu?i Lèng,,
10357,69,653,Th? tr?n,M??ng Chà,,
10359,69,653,Xã,M??ng Tùng,,
10361,69,653,Xã,N?m Nèn,,
10362,69,653,Xã,Pa Ham,,
10370,69,655,Xã,Chung Ch?i,,
10371,69,655,Xã,Hu?i L?nh,,
10374,69,655,Xã,M??ng Toong,,
10375,69,655,Xã,N?m Kè,,
10377,69,655,Xã,Pá M?,,
10378,69,655,Xã,Qu?ng Lâm,,
10379,69,655,Xã,Sen Th??ng,,
10381,69,656,Xã,Chà Cang,,
10383,69,656,Xã,Chà T?,,
10384,69,656,Xã,Nà B?ng,,
10385,69,656,Xã,Na Cô Sa,,
10388,69,656,Xã,N?m Chua,,
10389,69,656,Xã,N?m Kh?n,,
10390,69,656,Xã,N?m Nh?,,
10391,69,656,Xã,N?m Tin,,
10392,69,656,Xã,Pa T?n,,
10393,69,656,Xã,Phìn H?,,
10398,69,657,Xã,M??ng ?un,,
10399,69,657,Xã,Sáng Nhè,,
10401,69,657,Xã,Sính Phình,,
10404,69,657,Xã,Trung Thu,,
10407,69,658,Xã,Chi?ng ?ông,,
10416,69,658,Xã,Pú Nhung,,
10417,69,658,Xã,Pú Xi,,
10419,69,658,Xã,Quài N?a,,
10421,69,658,Xã,R?ng ?ông,,
10433,33,660,Xã,Bum N?a,,
10434,33,660,Xã,Bum T?,,
10435,33,660,Xã,Ka L?ng,,
10438,33,660,Th? tr?n,M??ng Tè,,
10439,33,660,Xã,N?m Khao,,
10442,33,660,Xã,Tá B?,,
10443,33,660,Xã,Tà T?ng,,
10444,33,660,Xã,Thu L?m,,
10446,33,660,Xã,M??ng Tè,,
10447,33,661,Xã,Hua Bun,,
10452,33,661,Xã,N?m Hàng,,
10454,33,661,Th? tr?n,N?m Nhùn,,
10456,33,661,Xã,Pú ?ao,,
10460,33,662,Xã,Hoang Thèn,,
10462,33,662,Xã,Kh?ng Lào,,
10465,33,662,Xã,Ma Ly Pho,,
10469,33,662,Xã,N?m Xe,,
10470,33,662,Xã,Pa Vây S?,,
10471,33,662,Th? tr?n,Phong Th?,,
10472,33,662,Xã,Sì L? L?u,,
10474,33,662,Xã,Tông Qua Lìn,,
10477,33,663,Xã,Ch?n N?a,,
10480,33,663,Xã,Lùng Thàng,,
10485,33,663,Xã,N?m H?n,,
10486,33,663,Xã,N?m M?,,
10487,33,663,Xã,N?m T?m,,
10489,33,663,Xã,Pa Khoá,,
10490,33,663,Xã,Pa T?n,,
10491,33,663,Xã,Ph?ng Sô Lin,,
10493,33,663,Xã,Pu Sam Cáp,,
10494,33,663,Xã,Sà D? Phìn,,
10495,33,663,Th? tr?n,Sìn H?,,
10496,33,663,Xã,T? Ng?o,,
10498,33,663,Xã,T?a Sín Ch?i,,
10499,33,664,Xã,B?n Bo,,
10500,33,664,Xã,B?n Giang,,
10502,33,664,Xã,Bình L?,,
10503,33,664,Xã,Giang Ma,,
10505,33,664,Xã,Khun Há,,
10506,33,664,Xã,Nà T?m,,
10510,33,664,Xã,T? Lèng,,
10511,33,664,Th? tr?n,Tam ???ng,,
10512,33,664,Xã,Thèn Sin,,
10513,33,665,Xã,H? Mít,,
10518,33,665,Xã,Phúc Khoa,,
10519,33,665,Xã,Tà Mít,,
10521,33,665,Xã,Thân Thu?c,,
10525,33,666,Xã,M??ng Cang,,
10527,33,666,Xã,M??ng Mít,,
10531,33,666,Xã,Tà Gia,,
10532,33,666,Xã,Tà H?a,,
10538,34,667,Xã,Chiêu V?,,
10540,34,667,Xã,H?ng V?,,
10543,34,667,Xã,Nh?t Hòa,,
10544,34,667,Xã,Nh?t Ti?n,,
10546,34,667,Xã,Tân H??ng,,
10548,34,667,Xã,Tân Thành,,
10553,34,667,Xã,V? L?,,
10555,34,668,Th? tr?n,Bình Gia,,
10556,34,668,Xã,Bình La,,
10557,34,668,Xã,Hòa Bình,,
10558,34,668,Xã,Hoa Thám,,
10559,34,668,Xã,Hoàng V?n Th?,,
10560,34,668,Xã,H?ng Phong,,
10561,34,668,Xã,H?ng Thái,,
10563,34,668,Xã,Minh Khai,,
10568,34,668,Xã,Tân V?n,,
10570,34,668,Xã,Thi?n Long,,
10574,34,668,Xã,Yên L?,,
10575,34,669,Xã,B?o Lâm,,
10580,34,669,Th? tr?n,??ng ??ng,,
10585,34,669,Xã,H?p Thành,,
10586,34,669,Xã,L?c Yên,,
10588,34,669,Xã,Phú Xá,,
10590,34,669,Xã,Tân Liên,,
10591,34,669,Xã,Tân Thành,,
10595,34,669,Xã,Xuân Long,,
10596,34,669,Xã,Xu?t L?,,
10597,34,669,Xã,Yên Tr?ch,,
10600,34,670,Xã,B?ng M?c,,
10602,34,670,Xã,Chi L?ng,,
10603,34,670,Xã,Chi?n Th?ng,,
10605,34,670,Xã,Gia L?c,,
10606,34,670,Xã,Hòa Bình,,
10608,34,670,Xã,H?u Kiên,,
10609,34,670,Xã,Lâm S?n,,
10610,34,670,Xã,Liên S?n,,
10611,34,670,Xã,Mai Sao,,
10613,34,670,Xã,Quan S?n,,
10618,34,670,Xã,Vân Th?y,,
10619,34,670,Xã,Y T?ch,,
10621,34,671,Xã,B?c Xa,,
10622,34,671,Xã,Bính Xá,,
10623,34,671,Xã,Châu S?n,,
10624,34,671,Xã,C??ng L?i,,
10625,34,671,Xã,?ình L?p,,
10627,34,671,Xã,??ng Th?ng,,
10629,34,671,Xã,Lâm Ca,,
10631,34,671,Xã,Thái Bình,,
10632,34,672,Xã,Cai Kinh,,
10636,34,672,Xã,H? S?n,,
10637,34,672,Xã,Hòa Bình,,
10639,34,672,Xã,Hòa S?n,,
10640,34,672,Xã,Hòa Th?ng,,
10641,34,672,Xã,H?u Liên,,
10642,34,672,Th? tr?n,H?u L?ng,,
10650,34,672,Xã,Tân Thành,,
10651,34,672,Xã,Thanh S?n,,
10653,34,672,Xã,Vân Nham,,
10654,34,672,Xã,Yên Bình,,
10655,34,672,Xã,Yên S?n,,
10659,34,673,Ph??ng,?ông Kinh,,
10666,34,673,Xã,Qu?ng L?c,,
10669,34,674,Xã,Ái Qu?c,,
10672,34,674,Xã,?ông Quan,,
10674,34,674,Xã,H?u Khánh,,
10678,34,674,Xã,L?i Bác,,
10688,34,674,Xã,Tam Gia,,
10691,34,674,Xã,Tú M?ch,,
10693,34,674,Xã,Xuân D??ng,,
10699,34,675,Xã,Cao Minh,,
10700,34,675,Xã,Chi L?ng,,
10701,34,675,Xã,Chí Minh,,
10704,34,675,Xã,?? Thám,,
10709,34,675,Xã,Kháng Chi?n,,
10711,34,675,Xã,Kim ??ng,,
10713,34,675,Xã,Qu?c Vi?t,,
10715,34,675,Xã,Tân Ti?n,,
10716,34,675,Xã,Tân Yên,,
10718,34,675,Xã,Tri Ph??ng,,
10719,34,675,Xã,Trung Thành,,
10722,34,676,Xã,B?c La,,
10730,34,676,Xã,Nh?c K?,,
10734,34,676,Xã,Tân Thanh,,
10739,34,676,Xã,Trùng Khánh,,
10741,34,677,Xã,Bình Phúc,,
10746,34,677,Xã,Hòa Bình,,
10748,34,677,Xã,H?u L?,,
10749,34,677,Xã,Khánh Khê,,
10750,34,677,Xã,L??ng N?ng,,
10753,34,677,Xã,Tân ?oàn,,
10755,34,677,Xã,Tr?n Ninh,,
10757,34,677,Xã,Tràng Phái,,
10760,34,677,Xã,Tú Xuyên,,
10763,34,677,Th? tr?n,V?n Quan,,
10768,20,678,Xã,???ng Âm,,
10772,20,678,Xã,Minh Ng?c,,
10773,20,678,Xã,Minh S?n,,
10776,20,678,Xã,Th??ng Tân,,
10781,20,679,Xã,B?ng Hành,,
10782,20,679,Xã,??ng Tâm,,
10785,20,679,Xã,??ng Yên,,
10789,20,679,Xã,Kim Ng?c,,
10793,20,679,Xã,Tân Quang,,
10794,20,679,Xã,Tân Thành,,
10799,20,679,Xã,Vi?t Vinh,,
10801,20,679,Xã,V?nh Phúc,,
10803,20,679,Xã,Vô ?i?m,,
10807,20,680,Xã,L?ng Phìn,,
10808,20,680,Xã,L?ng Táo,,
10809,20,680,Xã,L?ng Th?u,,
10810,20,680,Xã,Má Lé,,
10814,20,680,Xã,Xà Phìn,,
10815,20,680,Xã,S?ng T?ng,,
10819,20,680,Xã,T? L?ng,,
10825,20,681,Ph??ng,Ng?c Hà,,
10826,20,681,Ph??ng,Nguy?n Trãi,,
10827,20,681,Xã,Ph??ng ??,,
10828,20,681,Xã,Ph??ng Thi?n,,
10829,20,681,Ph??ng,Quang Trung,,
10830,20,681,Ph??ng,Tr?n Phú,,
10831,20,682,Xã,B?n Lu?c,,
10833,20,682,Xã,B?n Nhùng,,
10836,20,682,Xã,Chi?n Ph?,,
10837,20,682,Xã,??n Ván,,
10838,20,682,Xã,H? Th?u,,
10841,20,682,Xã,Nam S?n,,
10842,20,682,Xã,N?m T?,,
10843,20,682,Xã,Nàng ?ôn,,
10844,20,682,Xã,Ngàm ??ng Vài,,
10845,20,682,Xã,P? L?,,
10846,20,682,Xã,P? Ly Ngài,,
10848,20,682,Xã,T? S? Choóng,,
10850,20,682,Xã,Thàng Tín,,
10851,20,682,Xã,Thèn Chu Phìn,,
10852,20,682,Xã,Thông Nguyên,,
10853,20,682,Xã,T? Nhân,,
10854,20,682,Xã,Túng Sán,,
10857,20,683,Xã,Giàng Chu Phìn,,
10860,20,683,Xã,L?ng Pù,,
10861,20,683,Th? tr?n,Mèo V?c,,
10867,20,683,Xã,S?n V?,,
10868,20,683,Xã,S?ng Máng,,
10871,20,683,Xã,Tát Ngà,,
10872,20,683,Xã,Th??ng Phùng,,
10874,20,684,Xã,Bát ??i S?n,,
10875,20,684,Xã,Cán T?,,
10876,20,684,Xã,Cao Mã P?,,
10878,20,684,Xã,Lùng Tám,,
10879,20,684,Xã,Ngh?a Thu?n,,
10881,20,684,Xã,Quy?t Ti?n,,
10882,20,684,Xã,T? Ván,,
10885,20,684,Xã,Thanh Vân,,
10887,20,685,Xã,B?n R?a,,
10888,20,685,Xã,B?ng Lang,,
10889,20,685,Xã,H??ng S?n,,
10891,20,685,Xã,Tân B?c,,
10892,20,685,Xã,Tân Nam,,
10895,20,685,Xã,Tiên Yên,,
10896,20,685,Xã,V? Th??ng,,
10897,20,685,Xã,Xuân Giang,,
10898,20,685,Xã,Xuân Minh,,
10900,20,685,Xã,Yên Hà,,
10901,20,685,Xã,Yên Thành,,
10902,20,686,Xã,B?ch Ng?c,,
10904,20,686,Xã,??o ??c,,
10905,20,686,Xã,Kim Linh,,
10906,20,686,Xã,Kim Th?ch,,
10908,20,686,Xã,Linh H?,,
10911,20,686,Xã,Ng?c Minh,,
10913,20,686,Xã,Phong Quang,,
10915,20,686,Xã,Ph??ng Ti?n,,
10916,20,686,Xã,Qu?ng Ng?n,,
10917,20,686,Xã,Thanh ??c,,
10921,20,686,Xã,Trung Thành,,
10922,20,686,Xã,Tùng Bá,,
10925,20,686,Xã,Xín Ch?i,,
10926,20,687,Xã,B?n Díu,,
10927,20,687,Xã,B?n Ngò,,
10930,20,687,Th? tr?n,C?c Pài,,
10931,20,687,Xã,C?c R?,,
10932,20,687,Xã,Khuôn Lùng,,
10933,20,687,Xã,Nà Chì,,
10934,20,687,Xã,N?m D?n,,
10935,20,687,Xã,Nàn Ma,,
10938,20,687,Xã,Pà V?y S?,,
10939,20,687,Xã,Qu?ng Nguyên,,
10940,20,687,Xã,T? Nhìu,,
10942,20,687,Xã,Thu Tà,,
10943,20,687,Xã,Trung Th?nh,,
10945,20,688,Xã,B?ch ?ích,,
10947,20,688,Xã,Du Già,,
10948,20,688,Xã,Du Ti?n,,
10949,20,688,Xã,???ng Th??ng,,
10951,20,688,Xã,Lao Và Ch?i,,
10954,20,688,Xã,M?u Long,,
10959,20,688,Xã,S?ng Thài,,
10961,20,688,Xã,Th?ng M?,,
10963,81,689,Xã,Bành Tr?ch,,
10964,81,689,Xã,Cao Th??ng,,
10967,81,689,Xã,Chu H??ng,,
10968,81,689,Xã,??a Linh,,
10970,81,689,Xã,Hà Hi?u,,
10971,81,689,Xã,Hoàng Tr?,,
10972,81,689,Xã,Khang Ninh,,
10974,81,689,Xã,Nam M?u,,
10976,81,689,Xã,Qu?ng Khê,,
10987,81,691,Xã,C?m Giàng,,
10988,81,691,Xã,Cao S?n,,
10992,81,691,Xã,L?c Bình,,
10994,81,691,Xã,Nguyên Phúc,,
10995,81,691,Th? tr?n,Ph? Thông,,
10998,81,691,Xã,Quang Thu?n,,
11003,81,691,Xã,V? Mu?n,,
11004,81,692,Xã,B?n Thi,,
11006,81,692,Th? tr?n,B?ng L?ng,,
11007,81,692,Xã,B?ng Phúc,,
11008,81,692,Xã,Bình Trung,,
11009,81,692,Xã,??i S?o,,
11010,81,692,Xã,??ng L?c,,
11015,81,692,Xã,Ng?c Phái,,
11017,81,692,Xã,Ph??ng Viên,,
11021,81,692,Xã,Xuân L?c,,
11022,81,692,Xã,Yên M?,,
11025,81,692,Xã,Yên Th??ng,,
11026,81,693,Xã,Bình V?n,,
11029,81,693,Xã,Hoà M?c,,
11035,81,693,Xã,Tân S?n,,
11037,81,693,Xã,Thanh Mai,,
11041,81,693,Xã,Yên Hân,,
11045,81,694,Xã,C??ng L?i,,
11046,81,694,Xã,??ng Xá,,
11047,81,694,Xã,D??ng S?n,,
11057,81,694,Xã,L??ng Th??ng,,
11060,81,694,Xã,V?n Minh,,
11063,81,694,Th? tr?n,Y?n L?c,,
11066,81,695,Xã,??c Vân,,
11069,81,695,Th? tr?n,Nà Ph?c,,
11070,81,695,Xã,Thu?n Mang,,
11071,81,695,Xã,Th??ng Ân,,
11073,81,695,Xã,Trung Hoà,,
11074,81,695,Xã,Vân Tùng,,
11075,81,696,Xã,An Th?ng,,
11076,81,696,Xã,B?ng Thành,,
11077,81,696,Xã,B?c B?,,
11081,81,696,Xã,Giáo Hi?u,,
11082,81,696,Xã,Nghiên Loan,,
11083,81,696,Xã,Nh?n Môn,,
11085,13,697,Th? tr?n,B?o L?c,,
11087,13,697,Xã,Cô Ba,,
11088,13,697,Xã,C?c Pàng,,
11090,13,697,Xã,H?ng An,,
11091,13,697,Xã,H?ng Tr?,,
11092,13,697,Xã,H?ng ??o,,
11094,13,697,Xã,Huy Giáp,,
11096,13,697,Xã,Kim Cúc,,
11101,13,697,Xã,Xuân Tr??ng,,
11102,13,698,Xã,??c H?nh,,
11104,13,698,Xã,Mông Ân,,
11106,13,698,Xã,Nam Quang,,
11110,13,698,Xã,Thái H?c,,
11113,13,698,Xã,V?nh Quang,,
11131,13,700,Xã,Lý Qu?c,,
11136,13,700,Xã,Th?ng L?i,,
11140,13,700,Xã,Vinh Quý,,
11141,13,701,Xã,C?i Viên,,
11147,13,701,Xã,Mã Ba,,
11151,13,701,Xã,Quý Quân,,
11155,13,701,Xã,T?ng C?t,,
11156,13,701,Xã,Tr??ng Hà,,
11162,13,702,Xã,Bình D??ng,,
11165,13,702,Xã,??i Ti?n,,
11166,13,702,Xã,Dân Ch?,,
11170,13,702,Xã,Hoàng Tung,,
11172,13,702,Xã,H?ng Vi?t,,
11173,13,702,Xã,Lê Chung,,
11174,13,702,Xã,Nam Tu?n,,
11175,13,702,Xã,Ng? Lão,,
11176,13,702,Xã,Nguy?n Hu?,,
11177,13,702,Th? tr?n,N??c Hai,,
11178,13,702,Xã,Quang Trung,,
11180,13,702,Xã,Tr??ng L??ng,,
11183,13,703,Xã,Hoa Thám,,
11184,13,703,Xã,H?ng ??o,,
11189,13,703,Th? tr?n,Nguyên Bình,,
11190,13,703,Xã,Phan Thanh,,
11194,13,703,Xã,Thành Công,,
11198,13,703,Xã,Tri?u Nguyên,,
11200,13,703,Xã,Yên L?c,,
11230,13,706,Xã,??c Long,,
11233,13,706,Xã,Kim ??ng,,
11235,13,706,Xã,Lê L?i,,
11238,13,706,Xã,Thái C??ng,,
11241,13,706,Xã,Tr?ng Con,,
11242,13,706,Xã,Vân Trình,,
11277,13,709,Xã,Ng?c Khê,,
11383,22,37,Ph??ng,Ch??ng D??ng,,
11372,32,578,Xã,B? Y,,
11385,22,44,Xã,Xuân ?ình,,
11386,22,44,Xã,Sen Ph??ng,,
11392,22,54,Xã,Qu?ng Phú C?u,,
11393,22,54,Xã,Tr??ng Th?nh,,
11400,22,54,Xã,??ng Tân,,
11403,22,54,Xã,Minh ??c,,
11405,22,54,Xã,Hòa Xá,,
11406,22,54,Xã,Tr?m L?ng,,
11409,22,54,Xã,Hòa Phú,,
11411,22,54,Xã,??i Hùng,,
11412,22,54,Xã,?ông L?,,
11413,22,54,Xã,Phù L?u,,
11416,22,54,Xã,H?ng Quang,,
11420,13,699,Ph??ng,H?p Giang,,
11421,13,699,Ph??ng,Tân Giang,,
11426,13,699,Xã,Chu Trinh,,
11427,13,699,Xã,V?nh Quang,,
11428,13,699,Xã,H?ng ??o,,
11429,13,701,Th? tr?n,Thông Nông,,
11433,13,701,Xã,?a Thông,,
11434,13,701,Xã,Ng?c ??ng,,
11435,13,701,Xã,Yên S?n,,
11436,13,701,Xã,L??ng Can,,
11438,13,701,Th? tr?n,Xuân Hòa,,
11439,13,701,Xã,Ng?c ?ào,,
11440,13,709,Th? tr?n,Trà L?nh,,
11442,13,709,Xã,Quang Hán,,
11443,13,709,Xã,Xuân N?i,,
11445,13,709,Xã,Quang Vinh,,
11446,13,709,Xã,Cao Ch??ng,,
11447,13,709,Xã,?oài D??ng,,
11448,13,700,Xã,Th?ng Nh?t,,
11450,13,705,Xã,Phi H?i,,
11452,13,705,Xã,??c L?p,,
11453,13,705,Xã,Cai B?,,
11455,13,705,Xã,Chí Th?o,,
11456,13,705,Xã,T? Do,,
11458,13,705,Xã,Ng?c ??ng,,
11459,13,705,Xã,H?nh Phúc,,
11468,13,703,Xã,V? Minh,,
11470,81,690,Ph??ng,Sông C?u,,
11471,81,690,Ph??ng,??c Xuân,,
11472,81,690,Ph??ng,Phùng Chí Kiên,,
11473,81,690,Ph??ng,Huy?n T?ng,,
11479,81,691,Xã,Tân Tú,,
11480,81,691,Xã,Quân Hà,,
11481,81,692,Xã,??ng Th?ng,,
11485,81,694,Xã,V?n V?,,
11486,81,694,Xã,V?n Lang,,
11489,58,647,Xã,Kim Phú,,
11493,58,644,Xã,Phúc S?n,,
11494,58,644,Xã,Minh Quang,,
11496,58,645,Xã,H?ng Thái,,
11497,58,645,Xã,?à V?,,
11498,58,645,Xã,Khau Tinh,,
11499,58,645,Xã,Côn Lôn,,
11502,58,645,Xã,S?n Phú,,
11503,58,645,Xã,N?ng Kh?,,
11505,58,645,Th? tr?n,Na Hang,,
11508,58,648,Th? tr?n,Yên S?n,,
11509,58,646,Xã,Tân Thanh,,
11510,58,646,Xã,Tr??ng Sinh,,
11512,35,434,Xã,Lùng Th?n,,
11513,35,434,Xã,Quan H? Th?n,,
11514,35,426,Xã,Na H?i,,
11515,35,427,Th? tr?n,N.T Phong H?i,,
11516,35,428,Xã,Phúc Khánh,,
11517,35,432,Ph??ng,Sa Pa,,
11518,35,432,Xã,Ng? Ch? S?n,,
11520,35,432,Xã,T? Phìn,,
11524,35,432,Ph??ng,C?u Mây,,
11526,35,432,Xã,T? Van,,
11527,35,432,Xã,M??ng Bo,,
11530,35,432,Ph??ng,Sa P?,,
11531,35,432,Ph??ng,Phan Si P?ng,,
